ts,datetime,key,value
1667442992890,2022/11/02 22:36:32,rainfallMin24H,4113
1667442985376,2022/11/02 22:36:25,rainfallMin24H,4113
1667442977852,2022/11/02 22:36:17,rainfallMin24H,4113
1667442965195,2022/11/02 22:36:05,rainfallMin24H,4113
1667442951566,2022/11/02 22:35:51,rainfallMin24H,4113
1667442944987,2022/11/02 22:35:44,rainfallMin24H,4113
1667442937441,2022/11/02 22:35:37,rainfallMin24H,4113
1667442930631,2022/11/02 22:35:30,rainfallMin24H,4113
1667442924271,2022/11/02 22:35:24,rainfallMin24H,4113
1667442916853,2022/11/02 22:35:16,rainfallMin24H,4113
1667442909287,2022/11/02 22:35:09,rainfallMin24H,4113
1667442902704,2022/11/02 22:35:02,rainfallMin24H,4113
1667442895183,2022/11/02 22:34:55,rainfallMin24H,4113
1667442889489,2022/11/02 22:34:49,rainfallMin24H,4113
1667442870251,2022/11/02 22:34:30,rainfallMin24H,4113
1667442863826,2022/11/02 22:34:23,rainfallMin24H,4113
1667442853122,2022/11/02 22:34:13,rainfallMin24H,4113
1667442846486,2022/11/02 22:34:06,rainfallMin24H,4113
1667442839808,2022/11/02 22:33:59,rainfallMin24H,4113
1667442828194,2022/11/02 22:33:48,rainfallMin24H,4113
1667442821565,2022/11/02 22:33:41,rainfallMin24H,4113
1667442816305,2022/11/02 22:33:36,rainfallMin24H,4113
1667442798276,2022/11/02 22:33:18,rainfallMin24H,4113
1667442792079,2022/11/02 22:33:12,rainfallMin24H,4113
1667442781392,2022/11/02 22:33:01,rainfallMin24H,4113
1667442774591,2022/11/02 22:32:54,rainfallMin24H,4113
1667442761755,2022/11/02 22:32:41,rainfallMin24H,4113
1667442755144,2022/11/02 22:32:35,rainfallMin24H,4113
1667442749752,2022/11/02 22:32:29,rainfallMin24H,4113
1667442743091,2022/11/02 22:32:23,rainfallMin24H,4113
1667442736490,2022/11/02 22:32:16,rainfallMin24H,4113
1667442731287,2022/11/02 22:32:11,rainfallMin24H,4113
1667442723788,2022/11/02 22:32:03,rainfallMin24H,4113
1667442717502,2022/11/02 22:31:57,rainfallMin24H,4113
1667442699604,2022/11/02 22:31:39,rainfallMin24H,4113
1667442692886,2022/11/02 22:31:32,rainfallMin24H,4113
1667442684974,2022/11/02 22:31:24,rainfallMin24H,4113
1667442672945,2022/11/02 22:31:12,rainfallMin24H,4113
1667442662104,2022/11/02 22:31:02,rainfallMin24H,4113
1667442656829,2022/11/02 22:30:56,rainfallMin24H,4113
1667442650271,2022/11/02 22:30:50,rainfallMin24H,4113
1667442642711,2022/11/02 22:30:42,rainfallMin24H,4113
1667442624828,2022/11/02 22:30:24,rainfallMin24H,4113
1667442617100,2022/11/02 22:30:17,rainfallMin24H,4113
1667442610622,2022/11/02 22:30:10,rainfallMin24H,4113
1667442603097,2022/11/02 22:30:03,rainfallMin24H,4113
1667442596433,2022/11/02 22:29:56,rainfallMin24H,4113
1667442574858,2022/11/02 22:29:34,rainfallMin24H,4113
1667442568143,2022/11/02 22:29:28,rainfallMin24H,4113
1667442557433,2022/11/02 22:29:17,rainfallMin24H,4113
1667442550838,2022/11/02 22:29:10,rainfallMin24H,4113
1667442518006,2022/11/02 22:28:38,rainfallMin24H,4113
1667442513511,2022/11/02 22:28:33,rainfallMin24H,4113
1667442506040,2022/11/02 22:28:26,rainfallMin24H,4113
1667442499524,2022/11/02 22:28:19,rainfallMin24H,4113
1667442487505,2022/11/02 22:28:07,rainfallMin24H,4113
1667442480858,2022/11/02 22:28:00,rainfallMin24H,4113
1667442471252,2022/11/02 22:27:51,rainfallMin24H,4113
1667442459550,2022/11/02 22:27:39,rainfallMin24H,4113
1667442441010,2022/11/02 22:27:21,rainfallMin24H,4113
1667442434584,2022/11/02 22:27:14,rainfallMin24H,4113
1667442426626,2022/11/02 22:27:06,rainfallMin24H,4113
1667442419971,2022/11/02 22:26:59,rainfallMin24H,4113
1667442414712,2022/11/02 22:26:54,rainfallMin24H,4113
1667442403919,2022/11/02 22:26:43,rainfallMin24H,4113
1667442398604,2022/11/02 22:26:38,rainfallMin24H,4113
1667442391938,2022/11/02 22:26:31,rainfallMin24H,4113
1667442386590,2022/11/02 22:26:26,rainfallMin24H,4113
1667442370445,2022/11/02 22:26:10,rainfallMin24H,4113
1667442363707,2022/11/02 22:26:03,rainfallMin24H,4113
1667442356386,2022/11/02 22:25:56,rainfallMin24H,4113
1667442337814,2022/11/02 22:25:37,rainfallMin24H,4113
1667442325722,2022/11/02 22:25:25,rainfallMin24H,4113
1667442313697,2022/11/02 22:25:13,rainfallMin24H,4113
1667442301579,2022/11/02 22:25:01,rainfallMin24H,4113
1667442294001,2022/11/02 22:24:54,rainfallMin24H,4113
1667443189310,2022/11/02 22:39:49,rainfallMinDay0mm,0
1667443182756,2022/11/02 22:39:42,rainfallMinDay0mm,0
1667443177389,2022/11/02 22:39:37,rainfallMinDay0mm,0
1667443161012,2022/11/02 22:39:21,rainfallMinDay0mm,0
1667443154434,2022/11/02 22:39:14,rainfallMinDay0mm,0
1667443146096,2022/11/02 22:39:06,rainfallMinDay0mm,0
1667443140340,2022/11/02 22:39:00,rainfallMinDay0mm,0
1667443134979,2022/11/02 22:38:54,rainfallMinDay0mm,0
1667443116602,2022/11/02 22:38:36,rainfallMinDay0mm,0
1667443098300,2022/11/02 22:38:18,rainfallMinDay0mm,0
1667443091715,2022/11/02 22:38:11,rainfallMinDay0mm,0
1667443084095,2022/11/02 22:38:04,rainfallMinDay0mm,0
1667443076730,2022/11/02 22:37:56,rainfallMinDay0mm,0
1667443069089,2022/11/02 22:37:49,rainfallMinDay0mm,0
1667443062627,2022/11/02 22:37:42,rainfallMinDay0mm,0
1667443055997,2022/11/02 22:37:35,rainfallMinDay0mm,0
1667443048436,2022/11/02 22:37:28,rainfallMinDay0mm,0
1667443041788,2022/11/02 22:37:21,rainfallMinDay0mm,0
1667443034390,2022/11/02 22:37:14,rainfallMinDay0mm,0
1667443027748,2022/11/02 22:37:07,rainfallMinDay0mm,0
1667443020288,2022/11/02 22:37:00,rainfallMinDay0mm,0
1667443013752,2022/11/02 22:36:53,rainfallMinDay0mm,0
1667443006099,2022/11/02 22:36:46,rainfallMinDay0mm,0
1667442999484,2022/11/02 22:36:39,rainfallMinDay0mm,0
1667442992890,2022/11/02 22:36:32,rainfallMinDay0mm,0
1667442985375,2022/11/02 22:36:25,rainfallMinDay0mm,0
1667442977852,2022/11/02 22:36:17,rainfallMinDay0mm,0
1667442965194,2022/11/02 22:36:05,rainfallMinDay0mm,0
1667442951565,2022/11/02 22:35:51,rainfallMinDay0mm,0
1667442944986,2022/11/02 22:35:44,rainfallMinDay0mm,0
1667442937441,2022/11/02 22:35:37,rainfallMinDay0mm,0
1667442930631,2022/11/02 22:35:30,rainfallMinDay0mm,0
1667442924270,2022/11/02 22:35:24,rainfallMinDay0mm,0
1667442916853,2022/11/02 22:35:16,rainfallMinDay0mm,0
1667442909287,2022/11/02 22:35:09,rainfallMinDay0mm,0
1667442902704,2022/11/02 22:35:02,rainfallMinDay0mm,0
1667442895183,2022/11/02 22:34:55,rainfallMinDay0mm,0
1667442889489,2022/11/02 22:34:49,rainfallMinDay0mm,0
1667442870251,2022/11/02 22:34:30,rainfallMinDay0mm,0
1667442863826,2022/11/02 22:34:23,rainfallMinDay0mm,0
1667442853122,2022/11/02 22:34:13,rainfallMinDay0mm,0
1667442846485,2022/11/02 22:34:06,rainfallMinDay0mm,0
1667442839807,2022/11/02 22:33:59,rainfallMinDay0mm,0
1667442828194,2022/11/02 22:33:48,rainfallMinDay0mm,0
1667442821564,2022/11/02 22:33:41,rainfallMinDay0mm,0
1667442816304,2022/11/02 22:33:36,rainfallMinDay0mm,0
1667442798275,2022/11/02 22:33:18,rainfallMinDay0mm,0
1667442792078,2022/11/02 22:33:12,rainfallMinDay0mm,0
1667442781391,2022/11/02 22:33:01,rainfallMinDay0mm,0
1667442774591,2022/11/02 22:32:54,rainfallMinDay0mm,0
1667442761754,2022/11/02 22:32:41,rainfallMinDay0mm,0
1667442755143,2022/11/02 22:32:35,rainfallMinDay0mm,0
1667442749751,2022/11/02 22:32:29,rainfallMinDay0mm,0
1667442743091,2022/11/02 22:32:23,rainfallMinDay0mm,0
1667442736489,2022/11/02 22:32:16,rainfallMinDay0mm,0
1667442731287,2022/11/02 22:32:11,rainfallMinDay0mm,0
1667442723787,2022/11/02 22:32:03,rainfallMinDay0mm,0
1667442717501,2022/11/02 22:31:57,rainfallMinDay0mm,0
1667442699603,2022/11/02 22:31:39,rainfallMinDay0mm,0
1667442692886,2022/11/02 22:31:32,rainfallMinDay0mm,0
1667442684974,2022/11/02 22:31:24,rainfallMinDay0mm,0
1667442672945,2022/11/02 22:31:12,rainfallMinDay0mm,0
1667442662103,2022/11/02 22:31:02,rainfallMinDay0mm,0
1667442656829,2022/11/02 22:30:56,rainfallMinDay0mm,0
1667442650271,2022/11/02 22:30:50,rainfallMinDay0mm,0
1667442642710,2022/11/02 22:30:42,rainfallMinDay0mm,0
1667442624828,2022/11/02 22:30:24,rainfallMinDay0mm,0
1667442617100,2022/11/02 22:30:17,rainfallMinDay0mm,0
1667442610622,2022/11/02 22:30:10,rainfallMinDay0mm,0
1667442603097,2022/11/02 22:30:03,rainfallMinDay0mm,0
1667442596433,2022/11/02 22:29:56,rainfallMinDay0mm,0
1667442574858,2022/11/02 22:29:34,rainfallMinDay0mm,0
1667442568143,2022/11/02 22:29:28,rainfallMinDay0mm,0
1667442557433,2022/11/02 22:29:17,rainfallMinDay0mm,0
1667442550837,2022/11/02 22:29:10,rainfallMinDay0mm,0
1667442518006,2022/11/02 22:28:38,rainfallMinDay0mm,0
1667442513511,2022/11/02 22:28:33,rainfallMinDay0mm,0
1667442506040,2022/11/02 22:28:26,rainfallMinDay0mm,0
1667442499524,2022/11/02 22:28:19,rainfallMinDay0mm,0
1667442487504,2022/11/02 22:28:07,rainfallMinDay0mm,0
1667442480858,2022/11/02 22:28:00,rainfallMinDay0mm,0
1667442471251,2022/11/02 22:27:51,rainfallMinDay0mm,0
1667442459549,2022/11/02 22:27:39,rainfallMinDay0mm,0
1667442441009,2022/11/02 22:27:21,rainfallMinDay0mm,0
1667442434584,2022/11/02 22:27:14,rainfallMinDay0mm,0
1667442426626,2022/11/02 22:27:06,rainfallMinDay0mm,0
1667442419971,2022/11/02 22:26:59,rainfallMinDay0mm,0
1667442414711,2022/11/02 22:26:54,rainfallMinDay0mm,0
1667442403918,2022/11/02 22:26:43,rainfallMinDay0mm,0
1667442398603,2022/11/02 22:26:38,rainfallMinDay0mm,0
1667442391938,2022/11/02 22:26:31,rainfallMinDay0mm,0
1667442386590,2022/11/02 22:26:26,rainfallMinDay0mm,0
1667442370444,2022/11/02 22:26:10,rainfallMinDay0mm,0
1667442363707,2022/11/02 22:26:03,rainfallMinDay0mm,0
1667442356385,2022/11/02 22:25:56,rainfallMinDay0mm,0
1667442337813,2022/11/02 22:25:37,rainfallMinDay0mm,0
1667442325721,2022/11/02 22:25:25,rainfallMinDay0mm,0
1667442313696,2022/11/02 22:25:13,rainfallMinDay0mm,0
1667442301578,2022/11/02 22:25:01,rainfallMinDay0mm,0
1667442294000,2022/11/02 22:24:54,rainfallMinDay0mm,0
1667443189307,2022/11/02 22:39:49,rainfallTotal166mm,8180
1667443182755,2022/11/02 22:39:42,rainfallTotal166mm,8180
1667443177385,2022/11/02 22:39:37,rainfallTotal166mm,8180
1667443161008,2022/11/02 22:39:21,rainfallTotal166mm,8180
1667443154431,2022/11/02 22:39:14,rainfallTotal166mm,8180
1667443146094,2022/11/02 22:39:06,rainfallTotal166mm,8180
1667443140338,2022/11/02 22:39:00,rainfallTotal166mm,8180
1667443134976,2022/11/02 22:38:54,rainfallTotal166mm,8180
1667443116600,2022/11/02 22:38:36,rainfallTotal166mm,8180
1667443098297,2022/11/02 22:38:18,rainfallTotal166mm,8180
1667443091713,2022/11/02 22:38:11,rainfallTotal166mm,8180
1667443084093,2022/11/02 22:38:04,rainfallTotal166mm,8180
1667443076726,2022/11/02 22:37:56,rainfallTotal166mm,8180
1667443069087,2022/11/02 22:37:49,rainfallTotal166mm,8180
1667443062625,2022/11/02 22:37:42,rainfallTotal166mm,8180
1667443055994,2022/11/02 22:37:35,rainfallTotal166mm,8180
1667443048434,2022/11/02 22:37:28,rainfallTotal166mm,8180
1667443041786,2022/11/02 22:37:21,rainfallTotal166mm,8180
1667443034382,2022/11/02 22:37:14,rainfallTotal166mm,8180
1667443027746,2022/11/02 22:37:07,rainfallTotal166mm,8180
1667443020284,2022/11/02 22:37:00,rainfallTotal166mm,8180
1667443013750,2022/11/02 22:36:53,rainfallTotal166mm,8180
1667443006098,2022/11/02 22:36:46,rainfallTotal166mm,8180
1667442999479,2022/11/02 22:36:39,rainfallTotal166mm,8180
1667442992888,2022/11/02 22:36:32,rainfallTotal166mm,8180
1667442985374,2022/11/02 22:36:25,rainfallTotal166mm,8180
1667442977849,2022/11/02 22:36:17,rainfallTotal166mm,8180
1667442965191,2022/11/02 22:36:05,rainfallTotal166mm,8180
1667442951562,2022/11/02 22:35:51,rainfallTotal166mm,8180
1667442944984,2022/11/02 22:35:44,rainfallTotal166mm,8180
1667442937438,2022/11/02 22:35:37,rainfallTotal166mm,8180
1667442930629,2022/11/02 22:35:30,rainfallTotal166mm,8180
1667442924267,2022/11/02 22:35:24,rainfallTotal166mm,8180
1667442916851,2022/11/02 22:35:16,rainfallTotal166mm,8180
1667442909285,2022/11/02 22:35:09,rainfallTotal166mm,8180
1667442902702,2022/11/02 22:35:02,rainfallTotal166mm,8180
1667442895177,2022/11/02 22:34:55,rainfallTotal166mm,8180
1667442889487,2022/11/02 22:34:49,rainfallTotal166mm,8180
1667442870249,2022/11/02 22:34:30,rainfallTotal166mm,8180
1667442863824,2022/11/02 22:34:23,rainfallTotal166mm,8180
1667442853118,2022/11/02 22:34:13,rainfallTotal166mm,8180
1667442846481,2022/11/02 22:34:06,rainfallTotal166mm,8180
1667442839804,2022/11/02 22:33:59,rainfallTotal166mm,8180
1667442828192,2022/11/02 22:33:48,rainfallTotal166mm,8180
1667442821563,2022/11/02 22:33:41,rainfallTotal166mm,8180
1667442816302,2022/11/02 22:33:36,rainfallTotal166mm,8180
1667442798274,2022/11/02 22:33:18,rainfallTotal166mm,8180
1667442792077,2022/11/02 22:33:12,rainfallTotal166mm,8180
1667442781388,2022/11/02 22:33:01,rainfallTotal166mm,8180
1667442774589,2022/11/02 22:32:54,rainfallTotal166mm,8180
1667442761752,2022/11/02 22:32:41,rainfallTotal166mm,8180
1667442755139,2022/11/02 22:32:35,rainfallTotal166mm,8180
1667442749750,2022/11/02 22:32:29,rainfallTotal166mm,8180
1667442743089,2022/11/02 22:32:23,rainfallTotal166mm,8180
1667442736488,2022/11/02 22:32:16,rainfallTotal166mm,8180
1667442731285,2022/11/02 22:32:11,rainfallTotal166mm,8180
1667442723786,2022/11/02 22:32:03,rainfallTotal166mm,8180
1667442717499,2022/11/02 22:31:57,rainfallTotal166mm,8180
1667442699598,2022/11/02 22:31:39,rainfallTotal166mm,8180
1667442692884,2022/11/02 22:31:32,rainfallTotal166mm,8180
1667442684970,2022/11/02 22:31:24,rainfallTotal166mm,8180
1667442672943,2022/11/02 22:31:12,rainfallTotal166mm,8180
1667442662102,2022/11/02 22:31:02,rainfallTotal166mm,8180
1667442656827,2022/11/02 22:30:56,rainfallTotal166mm,8180
1667442650268,2022/11/02 22:30:50,rainfallTotal166mm,8180
1667442642708,2022/11/02 22:30:42,rainfallTotal166mm,8180
1667442624826,2022/11/02 22:30:24,rainfallTotal166mm,8180
1667442617097,2022/11/02 22:30:17,rainfallTotal166mm,8180
1667442610620,2022/11/02 22:30:10,rainfallTotal166mm,8180
1667442603095,2022/11/02 22:30:03,rainfallTotal166mm,8180
1667442596431,2022/11/02 22:29:56,rainfallTotal166mm,8180
1667442574856,2022/11/02 22:29:34,rainfallTotal166mm,8180
1667442568141,2022/11/02 22:29:28,rainfallTotal166mm,8180
1667442557431,2022/11/02 22:29:17,rainfallTotal166mm,8180
1667442550834,2022/11/02 22:29:10,rainfallTotal166mm,8180
1667442518003,2022/11/02 22:28:38,rainfallTotal166mm,8180
1667442513508,2022/11/02 22:28:33,rainfallTotal166mm,8180
1667442506036,2022/11/02 22:28:26,rainfallTotal166mm,8180
1667442499521,2022/11/02 22:28:19,rainfallTotal166mm,8180
1667442487500,2022/11/02 22:28:07,rainfallTotal166mm,8180
1667442480856,2022/11/02 22:28:00,rainfallTotal166mm,8180
1667442471249,2022/11/02 22:27:51,rainfallTotal166mm,8180
1667442459547,2022/11/02 22:27:39,rainfallTotal166mm,8180
1667442441007,2022/11/02 22:27:21,rainfallTotal166mm,8180
1667442434582,2022/11/02 22:27:14,rainfallTotal166mm,8180
1667442426624,2022/11/02 22:27:06,rainfallTotal166mm,8180
1667442419968,2022/11/02 22:26:59,rainfallTotal166mm,8180
1667442414709,2022/11/02 22:26:54,rainfallTotal166mm,8180
1667442403914,2022/11/02 22:26:43,rainfallTotal166mm,8180
1667442398598,2022/11/02 22:26:38,rainfallTotal166mm,8180
1667442391936,2022/11/02 22:26:31,rainfallTotal166mm,8180
1667442386588,2022/11/02 22:26:26,rainfallTotal166mm,8180
1667442370441,2022/11/02 22:26:10,rainfallTotal166mm,8180
1667442363705,2022/11/02 22:26:03,rainfallTotal166mm,8180
1667442356382,2022/11/02 22:25:56,rainfallTotal166mm,8180
1667442337811,2022/11/02 22:25:37,rainfallTotal166mm,8180
1667442325720,2022/11/02 22:25:25,rainfallTotal166mm,8180
1667442313695,2022/11/02 22:25:13,rainfallTotal166mm,8180
1667442301571,2022/11/02 22:25:01,rainfallTotal166mm,8180
1667442294996,2022/11/02 22:24:54,rainfallTotal166mm,8180
1667443189307,2022/11/02 22:39:49,rainfallYesterday8mm,0
1667443182754,2022/11/02 22:39:42,rainfallYesterday8mm,0
1667443177383,2022/11/02 22:39:37,rainfallYesterday8mm,0
1667443161008,2022/11/02 22:39:21,rainfallYesterday8mm,0
1667443154431,2022/11/02 22:39:14,rainfallYesterday8mm,0
1667443146094,2022/11/02 22:39:06,rainfallYesterday8mm,0
1667443140337,2022/11/02 22:39:00,rainfallYesterday8mm,0
1667443134975,2022/11/02 22:38:54,rainfallYesterday8mm,0
1667443116600,2022/11/02 22:38:36,rainfallYesterday8mm,0
1667443098296,2022/11/02 22:38:18,rainfallYesterday8mm,0
1667443091713,2022/11/02 22:38:11,rainfallYesterday8mm,0
1667443084092,2022/11/02 22:38:04,rainfallYesterday8mm,0
1667443076726,2022/11/02 22:37:56,rainfallYesterday8mm,0
1667443069086,2022/11/02 22:37:49,rainfallYesterday8mm,0
1667443062625,2022/11/02 22:37:42,rainfallYesterday8mm,0
1667443055994,2022/11/02 22:37:35,rainfallYesterday8mm,0
1667443048434,2022/11/02 22:37:28,rainfallYesterday8mm,0
1667443041786,2022/11/02 22:37:21,rainfallYesterday8mm,0
1667443034381,2022/11/02 22:37:14,rainfallYesterday8mm,0
1667443027746,2022/11/02 22:37:07,rainfallYesterday8mm,0
1667443020284,2022/11/02 22:37:00,rainfallYesterday8mm,0
1667443013749,2022/11/02 22:36:53,rainfallYesterday8mm,0
1667443006097,2022/11/02 22:36:46,rainfallYesterday8mm,0
1667442999478,2022/11/02 22:36:39,rainfallYesterday8mm,0
1667442992887,2022/11/02 22:36:32,rainfallYesterday8mm,0
1667442985373,2022/11/02 22:36:25,rainfallYesterday8mm,0
1667442977849,2022/11/02 22:36:17,rainfallYesterday8mm,0
1667442965191,2022/11/02 22:36:05,rainfallYesterday8mm,0
1667442951561,2022/11/02 22:35:51,rainfallYesterday8mm,0
1667442944984,2022/11/02 22:35:44,rainfallYesterday8mm,0
1667442937437,2022/11/02 22:35:37,rainfallYesterday8mm,0
1667442930629,2022/11/02 22:35:30,rainfallYesterday8mm,0
1667442924267,2022/11/02 22:35:24,rainfallYesterday8mm,0
1667442916851,2022/11/02 22:35:16,rainfallYesterday8mm,0
1667442909285,2022/11/02 22:35:09,rainfallYesterday8mm,0
1667442902701,2022/11/02 22:35:02,rainfallYesterday8mm,0
1667442895177,2022/11/02 22:34:55,rainfallYesterday8mm,0
1667442889487,2022/11/02 22:34:49,rainfallYesterday8mm,0
1667442870249,2022/11/02 22:34:30,rainfallYesterday8mm,0
1667442863824,2022/11/02 22:34:23,rainfallYesterday8mm,0
1667442853118,2022/11/02 22:34:13,rainfallYesterday8mm,0
1667442846480,2022/11/02 22:34:06,rainfallYesterday8mm,0
1667442839803,2022/11/02 22:33:59,rainfallYesterday8mm,0
1667442828192,2022/11/02 22:33:48,rainfallYesterday8mm,0
1667442821562,2022/11/02 22:33:41,rainfallYesterday8mm,0
1667442816302,2022/11/02 22:33:36,rainfallYesterday8mm,0
1667442798273,2022/11/02 22:33:18,rainfallYesterday8mm,0
1667442792076,2022/11/02 22:33:12,rainfallYesterday8mm,0
1667442781388,2022/11/02 22:33:01,rainfallYesterday8mm,0
1667442774588,2022/11/02 22:32:54,rainfallYesterday8mm,0
1667442761752,2022/11/02 22:32:41,rainfallYesterday8mm,0
1667442755138,2022/11/02 22:32:35,rainfallYesterday8mm,0
1667442749749,2022/11/02 22:32:29,rainfallYesterday8mm,0
1667442743089,2022/11/02 22:32:23,rainfallYesterday8mm,0
1667442736487,2022/11/02 22:32:16,rainfallYesterday8mm,0
1667442731285,2022/11/02 22:32:11,rainfallYesterday8mm,0
1667442723785,2022/11/02 22:32:03,rainfallYesterday8mm,0
1667442717499,2022/11/02 22:31:57,rainfallYesterday8mm,0
1667442699598,2022/11/02 22:31:39,rainfallYesterday8mm,0
1667442692884,2022/11/02 22:31:32,rainfallYesterday8mm,0
1667442684970,2022/11/02 22:31:24,rainfallYesterday8mm,0
1667442672943,2022/11/02 22:31:12,rainfallYesterday8mm,0
1667442662101,2022/11/02 22:31:02,rainfallYesterday8mm,0
1667442656827,2022/11/02 22:30:56,rainfallYesterday8mm,0
1667442650268,2022/11/02 22:30:50,rainfallYesterday8mm,0
1667442642707,2022/11/02 22:30:42,rainfallYesterday8mm,0
1667442624826,2022/11/02 22:30:24,rainfallYesterday8mm,0
1667442617096,2022/11/02 22:30:17,rainfallYesterday8mm,0
1667442610620,2022/11/02 22:30:10,rainfallYesterday8mm,0
1667442603094,2022/11/02 22:30:03,rainfallYesterday8mm,0
1667442596430,2022/11/02 22:29:56,rainfallYesterday8mm,0
1667442574856,2022/11/02 22:29:34,rainfallYesterday8mm,0
1667442568141,2022/11/02 22:29:28,rainfallYesterday8mm,0
1667442557431,2022/11/02 22:29:17,rainfallYesterday8mm,0
1667442550833,2022/11/02 22:29:10,rainfallYesterday8mm,0
1667442518002,2022/11/02 22:28:38,rainfallYesterday8mm,0
1667442513508,2022/11/02 22:28:33,rainfallYesterday8mm,0
1667442506036,2022/11/02 22:28:26,rainfallYesterday8mm,0
1667442499521,2022/11/02 22:28:19,rainfallYesterday8mm,0
1667442487499,2022/11/02 22:28:07,rainfallYesterday8mm,0
1667442480856,2022/11/02 22:28:00,rainfallYesterday8mm,0
1667442471249,2022/11/02 22:27:51,rainfallYesterday8mm,0
1667442459546,2022/11/02 22:27:39,rainfallYesterday8mm,0
1667442441006,2022/11/02 22:27:21,rainfallYesterday8mm,0
1667442434582,2022/11/02 22:27:14,rainfallYesterday8mm,0
1667442426624,2022/11/02 22:27:06,rainfallYesterday8mm,0
1667442419968,2022/11/02 22:26:59,rainfallYesterday8mm,0
1667442414709,2022/11/02 22:26:54,rainfallYesterday8mm,0
1667442403913,2022/11/02 22:26:43,rainfallYesterday8mm,0
1667442398598,2022/11/02 22:26:38,rainfallYesterday8mm,0
1667442391935,2022/11/02 22:26:31,rainfallYesterday8mm,0
1667442386588,2022/11/02 22:26:26,rainfallYesterday8mm,0
1667442370440,2022/11/02 22:26:10,rainfallYesterday8mm,0
1667442363705,2022/11/02 22:26:03,rainfallYesterday8mm,0
1667442356381,2022/11/02 22:25:56,rainfallYesterday8mm,0
1667442337810,2022/11/02 22:25:37,rainfallYesterday8mm,0
1667442325719,2022/11/02 22:25:25,rainfallYesterday8mm,0
1667442313694,2022/11/02 22:25:13,rainfallYesterday8mm,0
1667442301570,2022/11/02 22:25:01,rainfallYesterday8mm,0
1667442294996,2022/11/02 22:24:54,rainfallYesterday8mm,0
1667443198437,2022/11/02 22:39:58,temperature,18
1667443184878,2022/11/02 22:39:44,temperature,18
1667443179619,2022/11/02 22:39:39,temperature,18
1667443172215,2022/11/02 22:39:32,temperature,18
1667443168106,2022/11/02 22:39:28,temperature,18
1667443163261,2022/11/02 22:39:23,temperature,18
1667443156657,2022/11/02 22:39:16,temperature,18
1667443142597,2022/11/02 22:39:02,temperature,18
1667443137228,2022/11/02 22:38:57,temperature,18
1667443130910,2022/11/02 22:38:50,temperature,18
1667443118859,2022/11/02 22:38:38,temperature,18
1667443112557,2022/11/02 22:38:32,temperature,18
1667443100473,2022/11/02 22:38:20,temperature,18
1667443093942,2022/11/02 22:38:13,temperature,18
1667443072270,2022/11/02 22:37:52,temperature,18
1667443058232,2022/11/02 22:37:38,temperature,17.9
1667443043937,2022/11/02 22:37:23,temperature,17.9
1667443029945,2022/11/02 22:37:09,temperature,17.9
1667443015876,2022/11/02 22:36:55,temperature,17.8
1667443001749,2022/11/02 22:36:41,temperature,17.8
1667442994163,2022/11/02 22:36:34,temperature,17.7
1667442979083,2022/11/02 22:36:19,temperature,17.7
1667442972189,2022/11/02 22:36:12,temperature,17.7
1667442967231,2022/11/02 22:36:07,temperature,17.7
1667442947235,2022/11/02 22:35:47,temperature,17.7
1667442932857,2022/11/02 22:35:32,temperature,17.7
1667442926356,2022/11/02 22:35:26,temperature,17.7
1667442904944,2022/11/02 22:35:04,temperature,17.7
1667442891601,2022/11/02 22:34:51,temperature,17.6
1667442872109,2022/11/02 22:34:32,temperature,17.6
1667442865160,2022/11/02 22:34:25,temperature,17.6
1667442860099,2022/11/02 22:34:20,temperature,17.6
1667442855386,2022/11/02 22:34:15,temperature,17.6
1667442848593,2022/11/02 22:34:08,temperature,17.6
1667442841038,2022/11/02 22:34:01,temperature,17.6
1667442830464,2022/11/02 22:33:50,temperature,17.6
1667442823753,2022/11/02 22:33:43,temperature,17.6
1667442818558,2022/11/02 22:33:38,temperature,17.6
1667442805901,2022/11/02 22:33:25,temperature,17.6
1667442788281,2022/11/02 22:33:08,temperature,17.6
1667442783707,2022/11/02 22:33:03,temperature,17.6
1667442776755,2022/11/02 22:32:56,temperature,17.5
1667442763013,2022/11/02 22:32:43,temperature,17.5
1667442757285,2022/11/02 22:32:37,temperature,17.5
1667442751909,2022/11/02 22:32:31,temperature,17.5
1667442745254,2022/11/02 22:32:25,temperature,17.5
1667442738733,2022/11/02 22:32:18,temperature,17.5
1667442733549,2022/11/02 22:32:13,temperature,17.6
1667442714642,2022/11/02 22:31:54,temperature,17.6
1667442694099,2022/11/02 22:31:34,temperature,17.6
1667442687197,2022/11/02 22:31:27,temperature,17.6
1667442680875,2022/11/02 22:31:20,temperature,17.6
1667442674065,2022/11/02 22:31:14,temperature,17.6
1667442668782,2022/11/02 22:31:08,temperature,17.6
1667442664263,2022/11/02 22:31:04,temperature,17.6
1667442658994,2022/11/02 22:30:58,temperature,17.6
1667442652385,2022/11/02 22:30:52,temperature,17.6
1667442639815,2022/11/02 22:30:39,temperature,17.6
1667442620284,2022/11/02 22:30:20,temperature,17.6
1667442605294,2022/11/02 22:30:05,temperature,17.6
1667442593612,2022/11/02 22:29:53,temperature,17.6
1667442587175,2022/11/02 22:29:47,temperature,17.6
1667442583045,2022/11/02 22:29:43,temperature,17.6
1667442576011,2022/11/02 22:29:36,temperature,17.6
1667442570306,2022/11/02 22:29:30,temperature,17.6
